ADMINLVL	AGRIC	BUSH_FOOD	CCODE2K4	DCODE_2K4	DRY	FID	FOOD_SEC	HEALTH	HEA_FUNCT	HHLD	IDP	NAME_WS	NAME_WS_1	OID_	POP	P_CODE	P_CODE_1	QC_GEO_WS	RETURN_	SCHOOL	SCH_FUNCT	SIZE	TRAV_TIME	WET	X_COORD	Y_COORD	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
06	" "	" "	45	4502	Y	92	" "	Y	N	200.00	P	ULC	ULC	434	1000.00	LD4502018	LD4502018	4	S	Y	N	" "	0.00	Y	-10.57	7.79	127	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.57319,7.7911900000001]}"""	LR	0		
06	" "	" "	33	3302	Y	93	" "	Y	Y	301.00	P	Beoyoolor	Beoyoolor	308	1505.00	LR0800097	LR0800097	2	P	Y	Y	" "	0.00	Y	-8.32	7.05	11	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3194399999999,7.05361]}"""	LR	0		
06	" "	" "	45	4508	Y	94	" "	Y	Y	75.00	A	"Henry Town-Korninga"	"Henry Town-Korninga"	446	375.00	LA4508065	LA4508065	4	P	Y	Y	" "	0.00	Y	-10.35	7.27	128	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.351,7.26718]}"""	LR	0		
05	" "	" "	33	3312	Y	95	" "	Y	Y	480.00	A	Buutuo	Buutuo	352	2400.00	LR0800098	LR0800098	2	S	Y	Y	" "	0.00	Y	-8.34	6.83	12	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3427799999999,6.8275]}"""	LR	12489	Buutuo	ADM1
05	" "	" "	21	2118	Y	96	" "	Y	Y	1000.00	P	Bakiedou	Bakiedou	190	5000.00	LR0100012	LR0100012	1	P	Y	Y	" "	0.00	Y	-9.63	8.29	129	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6341699999999,8.2933300000001]}"""	LR	76811	Bakiedou	PPL
06	" "	" "	33	3308	Y	97	" "	Y	N	298.00	P	Dialah	Dialah	340	1490.00	LR0800116	LR0800116	2	S	Y	Y	" "	0.00	Y	-8.70	6.48	13	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6999299999999,6.47506]}"""	LR	0		
06	" "	" "	21	2112	Y	98	" "	Y	Y	42.00	S	Balotahun	Balotahun	157	210.00	LR0100017	LR0100017	2	S	Y	N	" "	0.00	Y	-10.15	8.22	130	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.15194,8.2236100000001]}"""	LR	0		
06	" "	" "	33	3312	Y	99	" "	Y	Y	350.00	P	Diamplay	Diamplay	353	1750.00	LR0800117	LR0800117	1	S	Y	Y	" "	0.00	Y	-8.40	6.79	14	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.39778,6.78889]}"""	LR	76905	Diamplay	PPL
06	" "	" "	33	3302	Y	100	" "	Y	Y	250.00	P	Doupplay	Doupplay	310	1250.00	LR0800134	LR0800134	1	P	Y	Y	" "	0.00	Y	-8.42	7.28	15	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.42374,7.2830600000001]}"""	LR	75944	Doupplay	PPL
06	" "	" "	21	2118	Y	101	" "	Y	Y	250.00	P	Bazagizia	Bazagizia	191	1250.00	LR0100035	LR0100035	1	S	Y	Y	" "	0.00	Y	-9.83	8.36	131	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8347199999999,8.3588900000001]}"""	LR	5877	Bazagizia	ADM1
06	" "	" "	21	2120	Y	102	" "	Y	N	310.00	P	Barziwen	Barziwen	209	1550.00	LR0100036	LR0100036	1	U	Y	N	" "	0.00	Y	-9.65	8.15	132	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6519399999999,8.1527800000001]}"""	LR	0		
06	" "	" "	33	3304	Y	103	" "	Y	Y	88.00	S	Duayee	Duayee	320	440.00	LR0800141	LR0800141	2	S	Y	Y	" "	0.00	Y	-8.95	6.88	16	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9536099999999,6.87917]}"""	LR	0		
05	" "	" "	45	4504	N	104	" "	Y	N	450.00	S	"Belle Yella"	"Belle Yella"	436	2250.00	LR0100041	LR0100041	1	S	Y	Y	" "	0.00	N	-10.00	7.38	133	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.99833,7.3763900000001]}"""	LR	76629	"Belle Yella"	PPL
06	" "	" "	33	3304	Y	105	" "	Y	Y	96.00	S	"Duo Town"	"Duo Town"	321	480.00	LR0800145	LR0800145	1	S	Y	Y	" "	0.00	Y	-9.12	6.93	17	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.115,6.93167]}"""	LR	6276	Doe	ADM1
06	" "	" "	21	2112	Y	106	" "	Y	Y	120.00	S	Boawolohun	Boawolohun	158	600.00	LR0100056	LR0100056	1	S	Y	Y	" "	0.00	Y	-10.12	8.21	134	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.12056,8.20556]}"""	LR	74113	Boawolohun	PPL
06	" "	" "	33	3304	Y	107	" "	Y	Y	150.00	S	Flumpa	Flumpa	322	750.00	LR0800153	LR0800153	1	S	Y	Y	" "	0.00	Y	-8.91	7.11	18	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9066699999999,7.1063900000001]}"""	LR	6422	Flumpa	ADM1
06	" "	" "	33	3302	Y	108	" "	Y	Y	97.00	P	Boegarnaglay	Boegarnaglay	309	485.00	LR0800168	LR0800168	2	P	Y	Y	" "	0.00	Y	-8.36	7.05	19	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3580599999999,7.0463900000001]}"""	LR	0		
04	" "	" "	21	2120	Y	109	" "	Y	N	2050.00	A	Bokeza	Bokeza	210	10250.00	LR0100063	LR0100063	2	P	Y	N	" "	0.00	Y	-9.46	7.91	135	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.46028,7.9069400000001]}"""	LR	76383	Bokerza	PPL
06	" "	" "	21	2112	Y	110	" "	Y	Y	278.00	S	Bolahun	Bolahun	159	1390.00	LR0100065	LR0100065	1	S	Y	Y	" "	0.00	Y	-10.16	8.23	136	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.16056,8.23222]}"""	LR	6035	Bolahun	ADM1
04	" "	" "	33	3306	Y	111	" "	Y	Y	10000.00	P	Ganta	Ganta	330	50000.00	LR0800170	LR0800170	1	P	Y	Y	" "	0.00	Y	-8.98	7.24	20	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9844399999999,7.2350000000001]}"""	LR	6468	Ganta	ADM1
06	" "	" "	21	2112	Y	112	" "	Y	Y	90.00	S	"Bondowalahun Number (2)"	"Bondowalahun Number (2)"	160	450.00	LR0100076	LR0100076	1	S	Y	Y	" "	0.00	Y	-10.20	8.10	137	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.19639,8.0969400000001]}"""	LR	0		
05	" "	" "	33	3302	Y	113	" "	Y	Y	400.00	P	Garplay	Garplay	311	2000.00	LR0800174	LR0800174	1	P	Y	Y	" "	0.00	Y	-8.47	7.13	21	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4663899999999,7.12611]}"""	LR	6474	Garplay	ADM1
06	" "	" "	33	3310	Y	114	" "	Y	N	143.00	A	Guotoin	Guotoin	345	715.00	LR0800176	LR0800176	2	S	Y	Y	" "	0.00	N	-9.11	6.75	22	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1075,6.7458300000001]}"""	LR	15646	Guotoin	ADM1
06	" "	" "	45	4502	Y	115	" "	Y	Y	260.00	P	"Camp Alpha"	"Camp Alpha"	429	1300.00	LR0100086	LR0100086	1	S	Y	Y	" "	0.00	Y	-10.77	7.63	138	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.7675,7.6280600000001]}"""	LR	76967	"Camp Alpha"	PPL
06	" "	" "	33	3306	Y	116	" "	Y	Y	50.00	N	"Gbedin Camp (3)"	"Gbedin Camp (3)"	331	250.00	LR0800189	LR0800189	2	N	Y	Y	" "	0.00	Y	-8.82	7.27	23	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8236099999999,7.2744400000001]}"""	LR	0		
06	" "	" "	21	2118	Y	117	" "	Y	N	125.00	P	"David Selma-ta"	"David Selma-ta"	192	625.00	LR0100094	LR0100094	1	S	Y	N	" "	0.00	Y	-9.76	8.27	139	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7613899999999,8.2741700000001]}"""	LR	0		
06	" "	" "	21	2118	Y	118	" "	Y	N	164.00	S	Duogomai	Duogomai	193	820.00	LR0100106	LR0100106	2	S	Y	N	" "	0.00	Y	-9.73	8.18	140	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.73167,8.1838900000001]}"""	LR	75882	Duogmai	PPL
06	" "	" "	33	3302	Y	119	" "	Y	Y	250.00	P	Gbei-Vonwea	Gbei-Vonwea	312	1250.00	LR0800194	LR0800194	2	P	Y	Y	" "	0.00	Y	-8.42	7.08	24	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.41667,7.08333]}"""	LR	0		
06	" "	" "	21	2112	" "	120	" "	Y	Y	115.00	S	Fangonda	Fangonda	161	575.00	LR0100113	LR0100113	2	S	Y	Y	" "	0.00	Y	-10.17	8.22	141	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.17389,8.2225000000001]}"""	LR	75839	Fangorda	PPL
05	" "	" "	33	3312	Y	121	" "	Y	Y	525.00	P	Gblonlay	Gblonlay	355	2625.00	LR0800203	LR0800203	2	S	Y	Y	" "	0.00	Y	-8.51	6.89	25	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5125499999999,6.89236]}"""	LR	0		
06	" "	" "	33	3310	Y	122	" "	Y	N	67.00	A	Goekorpa	Goekorpa	344	335.00	LR0800225	LR0800225	2	S	Y	Y	" "	0.00	N	-9.05	6.37	26	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0525,6.3683300000001]}"""	LR	0		
06	" "	" "	21	2112	Y	123	" "	Y	Y	210.00	S	Fasawolo	Fasawolo	162	1050.00	LR0100120	LR0100120	1	S	Y	Y	" "	0.00	Y	-10.07	8.39	142	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.06611,8.3927800000001]}"""	LR	6395	Fassawolo	ADM1
06	" "	" "	33	3308	Y	124	" "	Y	Y	310.00	S	Graie	Graie	341	1550.00	LR0800234	LR0800234	1	S	Y	Y	" "	0.00	Y	-8.77	6.71	27	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7704799999999,6.7100700000001]}"""	LR	75410	Graie	PPL
05	" "	" "	45	4504	Y	125	" "	Y	Y	760.00	S	Fassama	Fassama	437	3800.00	LR0100122	LR0100122	1	S	Y	Y	" "	0.00	Y	-10.00	7.52	143	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9994399999999,7.5222200000001]}"""	LR	6390	Fasama	ADM1
05	" "	" "	21	2120	Y	126	" "	Y	N	1900.00	P	Fissibu	Fissibu	211	9500.00	LR0100125	LR0100125	1	U	Y	Y	" "	0.00	Y	-9.47	7.82	144	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4697199999999,7.82139]}"""	LR	6413	Fissebu	ADM1
06	" "	" "	33	3302	Y	127	" "	Y	Y	165.00	P	Guagortuo	Guagortuo	313	825.00	LR0800240	LR0800240	2	P	Y	Y	" "	0.00	Y	-8.45	7.41	28	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.45472,7.4100000000001]}"""	LR	15593	Guagortuo	ADM1
06	" "	" "	21	2116	Y	128	" "	Y	N	263.00	A	Folima	Folima	187	1315.00	LR0100132	LR0100132	3	P	Y	N	" "	0.00	Y	-10.58	8.04	145	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.57646,8.03517]}"""	LR	6424	Folima	ADM1
05	" "	" "	33	3302	Y	129	" "	Y	Y	800.00	P	Karnplay	Karnplay	314	4000.00	LR0800261	LR0800261	1	P	Y	Y	" "	0.00	Y	-8.50	7.27	29	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.50389,7.2697200000001]}"""	LR	6886	Karnplay	ADM1
06	" "	" "	21	2110	Y	130	" "	Y	N	52.00	A	"Foya Kama"	"Foya Kama"	143	260.00	LR0100135	LR0100135	2	S	Y	N	" "	0.00	Y	-10.20	8.36	146	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.19722,8.35528]}"""	LR	0		
06	" "	" "	33	3304	Y	131	" "	Y	Y	160.00	S	"Karnwee (1)"	"Karnwee (1)"	323	800.00	LR0800262	LR0800262	1	S	Y	Y	" "	0.00	Y	-8.85	7.03	30	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8483299999999,7.03028]}"""	LR	0		
05	" "	" "	21	2110	Y	132	" "	Y	Y	750.00	P	"Foya City"	"Foya City"	142	3750.00	LR0100136	LR0100136	2	P	Y	Y	" "	0.00	Y	-10.21	8.36	147	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.20639,8.3602800000001]}"""	LR	0		
05	" "	" "	33	3304	Y	133	" "	Y	Y	1700.00	S	"Saclepea (1)"	"Saclepea (1)"	326	8500.00	LR0800263	LR0800263	1	S	Y	Y	" "	0.00	Y	-8.84	6.96	31	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.83861,6.9644400000001]}"""	LR	0		
06	" "	" "	45	4504	N	134	" "	Y	Y	40.00	A	Gatima	Gatima	438	200.00	LR0100142	LR0100142	2	S	Y	Y	" "	0.00	N	-10.06	7.70	148	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.05667,7.6961100000001]}"""	LR	0		
06	" "	" "	33	3310	Y	135	" "	Y	N	170.00	S	Karyee	Karyee	346	850.00	LR0800264	LR0800264	2	S	Y	Y	" "	0.00	N	-9.05	6.70	32	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0547199999999,6.7036100000001]}"""	LR	6891	Karyee	ADM1
05	" "	" "	21	2114	Y	136	" "	Y	N	450.00	A	Ganglota	Ganglota	179	2250.00	LR0100143	LR0100143	1	S	Y	N	" "	0.00	Y	-9.50	7.42	149	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4972199999999,7.4225000000001]}"""	LR	6467	Ganglota	ADM1
06	" "	" "	21	2114	Y	137	" "	Y	N	336.00	A	Gbanway	Gbanway	180	1680.00	LR0100153	LR0100153	1	S	Y	N	" "	0.00	Y	-9.43	7.69	150	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.42833,7.68917]}"""	LR	6543	Gbanway	ADM1
06	" "	" "	33	3304	Y	138	" "	Y	Y	120.00	S	Kpaytuo	Kpaytuo	324	600.00	LR0800286	LR0800286	2	S	Y	Y	" "	0.00	Y	-8.81	6.81	33	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8111099999999,6.80611]}"""	LR	17764	Kpaytuo	ADM1
06	" "	" "	21	2118	Y	139	" "	Y	N	200.00	S	Gpalakpalzu	Gpalakpalzu	194	1000.00	LR0100158	LR0100158	2	S	Y	N	" "	0.00	Y	-9.69	8.17	151	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.69472,8.17028]}"""	LR	0		
06	" "	" "	21	2116	Y	140	" "	Y	N	277.00	P	Gbonibu	Gbonibu	188	1385.00	LR0100162	LR0100162	3	P	Y	N	" "	0.00	Y	-10.56	8.05	152	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.55696,8.0459900000001]}"""	LR	75517	Gbonibu	PPL
06	" "	" "	33	3304	Y	141	" "	Y	Y	147.00	S	Kpein	Kpein	325	735.00	LR0800293	LR0800293	1	S	Y	Y	" "	0.00	Y	-9.08	7.10	34	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0819399999999,7.1030600000001]}"""	LR	7013	Kpein	ADM1
05	" "	" "	21	2114	Y	142	" "	Y	N	400.00	A	Gbonyea	Gbonyea	181	2000.00	LR0100163	LR0100163	1	S	Y	N	" "	0.00	Y	-9.56	7.51	153	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5569399999999,7.5061100000001]}"""	LR	6585	Gbonyea	ADM1
06	" "	" "	33	3310	N	143	" "	Y	N	216.00	A	Kwendin	Kwendin	347	1080.00	LR0800305	LR0800305	1	S	Y	Y	" "	0.00	N	-8.95	6.45	35	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9499999999999,6.4544400000001]}"""	LR	7038	Kwendin	ADM1
06	" "	" "	21	2112	Y	144	" "	Y	Y	50.00	S	Gordorlahun	Gordorlahun	164	250.00	LR0100184	LR0100184	2	S	Y	Y	" "	0.00	Y	-10.06	7.97	154	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.05583,7.96583]}"""	LR	0		
06	" "	" "	21	2114	Y	145	" "	Y	N	300.00	A	Gorlu	Gorlu	182	1500.00	LR0100185	LR0100185	1	S	Y	N	" "	0.00	Y	-9.48	7.52	155	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4833299999999,7.5211100000001]}"""	LR	6672	Gorlu	ADM1
05	" "	" "	33	3306	Y	146	" "	Y	Y	500.00	A	Lugbei	Lugbei	334	2500.00	LR0800324	LR0800324	1	P	Y	Y	" "	0.00	Y	-8.62	7.61	36	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6224999999999,7.6088900000001]}"""	LR	74404	Lugbei	PPL
06	" "	" "	21	2112	Y	147	" "	Y	Y	80.00	S	Hankha	Hankha	165	400.00	LR0100189	LR0100189	1	S	Y	N	" "	0.00	Y	-10.09	8.11	156	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.09222,8.1141700000001]}"""	LR	75220	Hankha	PPL
06	" "	" "	21	2118	Y	148	" "	Y	N	300.00	P	Jarmulor	Jarmulor	195	1500.00	LR0100197	LR0100197	1	S	Y	N	" "	0.00	Y	-9.59	8.33	157	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5927799999999,8.32556]}"""	LR	6728	Jarmulor	ADM1
06	" "	" "	33	3310	Y	149	" "	Y	Y	215.00	S	Mehnla	Mehnla	348	1075.00	LR0800333	LR0800333	1	S	Y	Y	" "	0.00	N	-9.06	6.85	37	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.05833,6.8466700000001]}"""	LR	7189	Mehnla	ADM1
06	" "	" "	21	2118	Y	150	" "	Y	N	130.00	S	John-Ta	John-Ta	196	650.00	LR0100203	LR0100203	1	S	Y	N	" "	0.00	Y	-9.73	8.19	158	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.72667,8.19444]}"""	LR	75032	Johnta	PPL
06	" "	" "	21	2118	Y	151	" "	Y	N	75.00	S	"Kabata (1)"	"Kabata (1)"	197	375.00	LR0100208	LR0100208	1	S	Y	N	" "	0.00	Y	-9.85	8.38	159	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8522199999999,8.3772200000001]}"""	LR	0		
06	" "	" "	21	2110	Y	152	" "	Y	N	42.00	A	Korbelima	Korbelima	144	210.00	LR0100211	LR0100211	2	S	Y	N	" "	0.00	Y	-10.16	8.39	160	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.1625,8.3925]}"""	LR	0		
06	" "	" "	33	3312	Y	153	" "	Y	Y	150.00	P	Payee	Payee	356	750.00	LR0800389	LR0800389	2	S	Y	Y	" "	0.00	Y	-8.74	7.11	38	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7355599999999,7.1100000000001]}"""	LR	5876	Baye	ADM1
06	" "	" "	21	2118	Y	154	" "	Y	N	150.00	S	Karza	Karza	198	750.00	LR0100232	LR0100232	1	S	Y	N	" "	0.00	Y	-9.80	8.17	161	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8002799999999,8.1708300000001]}"""	LR	74861	Karza	PPL
02	" "	" "	33	3306	Y	155	" "	Y	Y	4350.00	P	Sanniquellie	Sanniquellie	336	21750.00	LR0800416	LR0800416	1	S	Y	Y	" "	0.00	Y	-8.71	7.36	39	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7061099999999,7.3622200000001]}"""	LR	20553	Sanniquellie	ADM1
06	" "	" "	21	2112	Y	156	" "	Y	Y	120.00	S	Kenyatahun	Kenyatahun	166	600.00	LR0100240	LR0100240	1	S	Y	N	" "	0.00	Y	-10.22	8.16	162	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.21806,8.1641700000001]}"""	LR	74836	Kenyatahun	PPL
06	" "	" "	21	2110	Y	157	" "	Y	N	42.00	A	Cheasenei-Rankollie	Cheasenei-Rankollie	141	210.00	LR0100241	LR0100241	2	S	Y	N	" "	0.00	Y	-10.22	8.41	163	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.22083,8.4050000000001]}"""	LR	0		
07	" "	" "	33	3304	Y	158	" "	Y	U	25.00	A	Sokopa	Sokopa	327	125.00	LR0800435	LR0800435	1	S	Y	Y	" "	0.00	Y	-9.16	7.06	40	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1583299999999,7.0627800000001]}"""	LR	7463	Sokopa	ADM1
06	" "	" "	21	2112	Y	159	" "	Y	Y	300.00	P	Kolahun	Kolahun	167	1500.00	LR0100263	LR0100263	1	S	Y	Y	" "	0.00	Y	-10.08	8.29	164	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.08444,8.2869400000001]}"""	LR	5592	Kolahun	ADM2
06	" "	" "	45	4506	N	160	" "	Y	N	129.00	P	Kologbanai	Kologbanai	442	645.00	LR0100272	LR0100272	2	S	Y	Y	" "	0.00	N	-9.88	7.20	165	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8772199999999,7.2019400000001]}"""	LR	0		
06	" "	" "	33	3306	Y	161	" "	Y	Y	115.00	N	Tiayee	Tiayee	337	575.00	LR0800452	LR0800452	2	N	Y	Y	" "	0.00	Y	-8.66	7.25	41	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6563899999999,7.2483300000001]}"""	LR	21595	Tiayee	ADM1
05	" "	" "	21	2120	Y	162	" "	Y	N	910.00	A	Konia	Konia	212	4550.00	LR0100283	LR0100283	1	U	Y	N	" "	0.00	Y	-9.55	7.96	166	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5466699999999,7.96306]}"""	LR	6961	Konia	ADM1
07	" "	" "	21	2112	Y	163	" "	Y	Y	15.00	A	Korworhun	Korworhun	168	75.00	LR0100298	LR0100298	2	P	Y	N	" "	0.00	Y	-10.15	8.32	167	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.1525,8.31806]}"""	LR	17563	Korworhun	ADM1
06	" "	" "	33	3308	Y	164	" "	Y	Y	348.00	S	"Toweh Town"	"Toweh Town"	342	1740.00	LR0800463	LR0800463	2	S	Y	Y	" "	0.00	Y	-8.67	6.80	42	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6655599999999,6.7955600000001]}"""	LR	0		
06	" "	" "	21	2118	Y	165	" "	Y	N	300.00	P	"Kpademai (1)"	"Kpademai (1)"	199	1500.00	LR0100301	LR0100301	2	S	Y	N	" "	0.00	Y	-9.91	8.21	168	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.90861,8.2119400000001]}"""	LR	0		
06	" "	" "	21	2118	Y	166	" "	Y	Y	300.00	S	Kpakamai	Kpakamai	200	1500.00	LR0100303	LR0100303	1	S	Y	Y	" "	0.00	Y	-9.88	8.30	169	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8771299999999,8.2961000000001]}"""	LR	6995	Kpakamai	ADM1
06	" "	" "	33	3302	Y	167	" "	Y	Y	175.00	P	Varyenglay	Varyenglay	316	875.00	LR0800471	LR0800471	2	P	Y	Y	" "	0.00	Y	-8.56	7.14	43	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.56083,7.1425]}"""	LR	0		
05	" "	" "	21	2114	Y	168	" "	Y	N	635.00	A	Kpaiyea	Kpaiyea	183	3175.00	LR0100320	LR0100320	2	S	Y	N	" "	0.00	N	-9.39	7.71	170	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.3891699999999,7.71306]}"""	LR	0		
07	" "	" "	21	2110	Y	169	" "	Y	N	22.00	A	Kporlornin	Kporlornin	146	110.00	LR0100326	LR0100326	2	S	Y	N	" "	0.00	Y	-10.10	8.43	171	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.1,8.4333300000001]}"""	LR	17910	Kporlornin	ADM1
06	" "	" "	33	3302	Y	170	" "	Y	Y	280.00	P	Youhnlay	Youhnlay	317	1400.00	LR0800508	LR0800508	2	P	Y	Y	" "	0.00	Y	-8.45	7.34	44	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4458299999999,7.3394400000001]}"""	LR	0		
06	" "	" "	45	4502	Y	171	" "	Y	Y	270.00	P	Kongbor	Kongbor	430	1350.00	LR0100337	LR0100337	2	P	Y	Y	" "	0.00	Y	-10.58	7.65	172	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.57917,7.6463900000001]}"""	LR	0		
06	" "	" "	21	2118	Y	172	" "	Y	Y	350.00	A	Lawalazu	Lawalazu	202	1750.00	LR0100346	LR0100346	1	S	Y	N	" "	0.00	Y	-9.85	8.45	173	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8474999999999,8.4516700000001]}"""	LR	7049	Lawalazu	ADM1
06	" "	" "	33	3304	Y	173	" "	Y	Y	87.00	S	Zao	Zao	328	435.00	LR0800521	LR0800521	2	S	Y	Y	" "	0.00	Y	-9.03	7.02	45	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0333299999999,7.0166700000001]}"""	LR	0		
06	" "	" "	21	2110	Y	174	" "	Y	N	60.00	A	"Lorlo Waum"	"Lorlo Waum"	148	300.00	LR0100358	LR0100358	2	S	Y	N	" "	0.00	Y	-10.11	8.50	174	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.10556,8.50194]}"""	LR	0		
06	" "	" "	21	2112	Y	175	" "	Y	Y	120.00	S	Lukasu	Lukasu	169	600.00	LR0100366	LR0100366	1	P	Y	Y	" "	0.00	Y	-10.24	8.05	175	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.24444,8.0500000000001]}"""	LR	7080	Lukasu	ADM1
06	" "	" "	33	3310	Y	176	" "	Y	Y	165.00	S	Zekepa	Zekepa	349	825.00	LR0800526	LR0800526	2	S	Y	Y	" "	0.00	N	-9.12	6.65	46	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1163899999999,6.65083]}"""	LR	23180	Zekepa	ADM1
06	" "	" "	21	2118	Y	177	" "	Y	N	200.00	A	Lutisu	Lutisu	203	1000.00	LR0100367	LR0100367	2	S	Y	N	" "	0.00	Y	-9.66	8.20	176	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.65861,8.19667]}"""	LR	74398	Lutizu	PPL
05	" "	" "	21	2120	Y	178	" "	Y	N	405.00	P	Luyema	Luyema	213	2025.00	LR0100368	LR0100368	1	S	Y	N	" "	0.00	Y	-9.64	8.07	177	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6380599999999,8.06806]}"""	LR	74396	Luyema	PPL
06	" "	" "	33	3302	Y	179	" "	Y	Y	270.00	P	Zorgowee	Zorgowee	318	1350.00	LR0800535	LR0800535	2	A	Y	Y	" "	0.00	Y	-8.59	7.34	47	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5858299999999,7.3375000000001]}"""	LR	7804	Zorgowee	ADM1
06	" "	" "	21	2112	Y	180	" "	Y	Y	350.00	S	Masambolahun	Masambolahun	170	1750.00	LR0100388	LR0100388	1	S	Y	N	" "	0.00	Y	-10.17	8.23	178	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.17381,8.22778]}"""	LR	7145	Masambolahun	ADM1
06	" "	" "	21	2112	Y	181	" "	Y	Y	100.00	S	"Mbaloma (1)"	"Mbaloma (1)"	171	500.00	LR0100399	LR0100399	1	S	Y	N	" "	0.00	Y	-10.19	8.04	179	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.19472,8.0425000000001]}"""	LR	0		
