	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level	ndate	cum_sum
308	GN	Guinea	National	Deaths	157	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	0			2014-05-10	4230
310	GN	Guinea	Conakry	Deaths	24	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	2	Conakry	ADM1	2014-05-12	4254
312	GN	Guinea	Dabola 	Deaths	4	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	14	Dabola	ADM2	2014-05-12	4258
314	GN	Guinea	Dinguiraye 	Deaths	4	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	15	Dinguiraye	ADM2	2014-05-12	4262
316	GN	Guinea	Gueckedou	Deaths	119	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	38	Gueckedou	ADM2	2014-05-12	4381
318	GN	Guinea	Kissidougou	Deaths	6	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	17	Kissidougou	ADM2	2014-05-12	4387
320	GN	Guinea	Macenta	Deaths	17	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	40	Macenta	ADM2	2014-05-12	4404
323	GN	Guinea	National	Deaths	171	41771	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-15-may-2014	0			2014-05-12	4575
325	GN	Guinea	Conakry	Deaths	25	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	2	Conakry	ADM1	2014-05-23	4600
327	GN	Guinea	Dabola 	Deaths	4	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	14	Dabola	ADM2	2014-05-23	4604
329	GN	Guinea	Dinguiraye 	Deaths	1	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	15	Dinguiraye	ADM2	2014-05-23	4605
331	GN	Guinea	Gueckedou	Deaths	121	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	38	Gueckedou	ADM2	2014-05-23	4726
333	GN	Guinea	Kissidougou	Deaths	6	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	17	Kissidougou	ADM2	2014-05-23	4732
335	GN	Guinea	Macenta	Deaths	17	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	40	Macenta	ADM2	2014-05-23	4749
338	GN	Guinea	National	Deaths	174	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	0			2014-05-23	4923
340	GN	Guinea	Telimele	Deaths	0	41782	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-23-may-2014	28	Telimele	ADM2	2014-05-23	4923
342	SL	Sierra Leone	Kailahun	Deaths	5	41784	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-662629_0.pdf	8626	Kailahun	ADM2	2014-05-25	4928
345	SL	Sierra Leone	Kailahun	Deaths	5	41785	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663393_2.pdf	8626	Kailahun	ADM2	2014-05-26	4933
347	SL	Sierra Leone	National	Deaths	5	41786	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Sierra%20Leone%20Ebola%20sitrep%2028%20May%202014.pdf	0			2014-05-27	4938
350	GN	Guinea	Boffa	Deaths	0	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	9	Boffa	ADM2	2014-05-28	4938
352	GN	Guinea	Conakry	Deaths	27	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	2	Conakry	ADM1	2014-05-28	4965
354	GN	Guinea	Dabola 	Deaths	4	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	14	Dabola	ADM2	2014-05-28	4969
356	GN	Guinea	Dinguiraye 	Deaths	1	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	15	Dinguiraye	ADM2	2014-05-28	4970
358	GN	Guinea	Gueckedou	Deaths	133	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	38	Gueckedou	ADM2	2014-05-28	5103
360	GN	Guinea	Kissidougou	Deaths	5	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	17	Kissidougou	ADM2	2014-05-28	5108
362	GN	Guinea	Macenta	Deaths	23	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	40	Macenta	ADM2	2014-05-28	5131
365	GN	Guinea	National	Deaths	193	41787	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-30-may-2014	0			2014-05-28	5324
367	SL	Sierra Leone	Bo	Deaths	0	41788	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf	8625	Bo	ADM2	2014-05-29	5324
369	SL	Sierra Leone	Kailahun	Deaths	6	41788	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf	8626	Kailahun	ADM2	2014-05-29	5330
371	SL	Sierra Leone	Kenema	Deaths	0	41788	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf	8628	Kenema	ADM2	2014-05-29	5330
373	SL	Sierra Leone	Koinadugu	Deaths	0	41788	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf	8629	Koinadugu	ADM2	2014-05-29	5330
375	SL	Sierra Leone	Moyamba	Deaths	0	41788	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf	8631	Moyamba	ADM2	2014-05-29	5330
378	SL	Sierra Leone	National	Deaths	6	41788	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-663958_2.pdf	0			2014-05-29	5336
380	GN	Guinea	Boffa	Deaths	2	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	9	Boffa	ADM2	2014-06-01	5338
382	GN	Guinea	Conakry	Deaths	27	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	2	Conakry	ADM1	2014-06-01	5365
384	GN	Guinea	Dabola 	Deaths	4	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	14	Dabola	ADM2	2014-06-01	5369
386	GN	Guinea	Dinguiraye 	Deaths	1	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	15	Dinguiraye	ADM2	2014-06-01	5370
388	GN	Guinea	Gueckedou	Deaths	140	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	38	Gueckedou	ADM2	2014-06-01	5510
390	GN	Guinea	Kissidougou	Deaths	5	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	17	Kissidougou	ADM2	2014-06-01	5515
392	GN	Guinea	Macenta	Deaths	24	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	40	Macenta	ADM2	2014-06-01	5539
395	GN	Guinea	National	Deaths	193	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	0			2014-06-01	5732
397	GN	Guinea	Telimele	Deaths	5	41791	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-01-june-2014	28	Telimele	ADM2	2014-06-01	5737
399	SL	Sierra Leone	Bo	Deaths	0	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	8625	Bo	ADM2	2014-06-01	5737
401	SL	Sierra Leone	Bombali	Deaths	0	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	8623	Bombali	ADM2	2014-06-01	5737
403	SL	Sierra Leone	Freetown	Deaths	0	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	149762	Freetown	ADM3	2014-06-01	5737
405	SL	Sierra Leone	Kailahun	Deaths	6	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	8626	Kailahun	ADM2	2014-06-01	5743
407	SL	Sierra Leone	Kenema	Deaths	0	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	8628	Kenema	ADM2	2014-06-01	5743
409	SL	Sierra Leone	Koinadugu	Deaths	0	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	8629	Koinadugu	ADM2	2014-06-01	5743
411	SL	Sierra Leone	Moyamba	Deaths	0	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	8631	Moyamba	ADM2	2014-06-01	5743
414	SL	Sierra Leone	National	Deaths	6	41791	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf	0			2014-06-01	5749
420	LR	Liberia	National	Deaths	10	41792	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf	0			2014-06-02	5759
423	GN	Guinea	Boffa	Deaths	4	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	9	Boffa	ADM2	2014-06-03	5763
425	GN	Guinea	Conakry	Deaths	27	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	2	Conakry	ADM1	2014-06-03	5790
427	GN	Guinea	Dabola 	Deaths	4	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	14	Dabola	ADM2	2014-06-03	5794
429	GN	Guinea	Dinguiraye 	Deaths	1	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	15	Dinguiraye	ADM2	2014-06-03	5795
431	GN	Guinea	Gueckedou	Deaths	143	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	38	Gueckedou	ADM2	2014-06-03	5938
433	GN	Guinea	Kissidougou	Deaths	5	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	17	Kissidougou	ADM2	2014-06-03	5943
435	GN	Guinea	Macenta	Deaths	26	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	40	Macenta	ADM2	2014-06-03	5969
438	GN	Guinea	National	Deaths	215	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	0			2014-06-03	6184
440	GN	Guinea	Telimele	Deaths	5	41793	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-june-2014	28	Telimele	ADM2	2014-06-03	6189
442	GN	Guinea	Boffa	Deaths	6	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	9	Boffa	ADM2	2014-06-05	6195
444	GN	Guinea	Conakry	Deaths	29	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	2	Conakry	ADM1	2014-06-05	6224
446	GN	Guinea	Dabola 	Deaths	4	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	14	Dabola	ADM2	2014-06-05	6228
448	GN	Guinea	Dinguiraye 	Deaths	1	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	15	Dinguiraye	ADM2	2014-06-05	6229
450	GN	Guinea	Gueckedou	Deaths	146	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	38	Gueckedou	ADM2	2014-06-05	6375
452	GN	Guinea	Kissidougou	Deaths	5	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	17	Kissidougou	ADM2	2014-06-05	6380
454	GN	Guinea	Kouroussa	Deaths	1	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	20	Kouroussa	ADM2	2014-06-05	6381
456	GN	Guinea	Macenta	Deaths	27	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	40	Macenta	ADM2	2014-06-05	6408
459	GN	Guinea	National	Deaths	226	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	0			2014-06-05	6634
461	GN	Guinea	Telimele	Deaths	7	41795	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-7-june-2014	28	Telimele	ADM2	2014-06-05	6641
464	SL	Sierra Leone	National	Deaths	6	41795	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-665698_2.pdf	0			2014-06-05	6647
467	SL	Sierra Leone	National	Deaths	7	41796	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Sierra%20Leone%20Ebola%20sitrep%206th%20June.pdf.pdf	0			2014-06-06	6654
478	LR	Liberia	National	Deaths	10	41797	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf	0			2014-06-07	6664
479	LR	Liberia	National	Deaths	10	41797	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf	0			2014-06-07	6674
488	LR	Liberia	National	Deaths	15	41801	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf	0			2014-06-11	6689
496	LR	Liberia	National	Deaths	17	41803	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf	0			2014-06-13	6706
499	GN	Guinea	Boffa	Deaths	10	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	9	Boffa	ADM2	2014-06-16	6716
501	GN	Guinea	Conakry	Deaths	33	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	2	Conakry	ADM1	2014-06-16	6749
503	GN	Guinea	Dabola 	Deaths	4	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	14	Dabola	ADM2	2014-06-16	6753
505	GN	Guinea	Dinguiraye 	Deaths	1	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	15	Dinguiraye	ADM2	2014-06-16	6754
507	GN	Guinea	Gueckedou	Deaths	173	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	38	Gueckedou	ADM2	2014-06-16	6927
509	GN	Guinea	Kissidougou	Deaths	5	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	17	Kissidougou	ADM2	2014-06-16	6932
511	GN	Guinea	Kouroussa	Deaths	1	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	20	Kouroussa	ADM2	2014-06-16	6933
513	GN	Guinea	Macenta	Deaths	28	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	40	Macenta	ADM2	2014-06-16	6961
516	GN	Guinea	National	Deaths	264	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	0			2014-06-16	7225
518	GN	Guinea	Telimele	Deaths	9	41806	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-17-june-2014	28	Telimele	ADM2	2014-06-16	7234
520	LR	Liberia	Lofa County	Deaths	8	41806	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	5520	Lofa	ADM1	2014-06-16	7242
522	LR	Liberia	Margibi County	Deaths	2	41806	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	5521	Margibi	ADM1	2014-06-16	7244
524	LR	Liberia	Montserrado County	Deaths	8	41806	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	5523	Montserrado	ADM1	2014-06-16	7252
527	LR	Liberia	National	Deaths	24	41806	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	0			2014-06-16	7276
529	LR	Liberia	Nimba County	Deaths	0	41806	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	5524	Nimba	ADM1	2014-06-16	7276
531	SL	Sierra Leone	Kailahun	Deaths	46	41807	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	8626	Kailahun	ADM2	2014-06-17	7322
533	SL	Sierra Leone	Kambia	Deaths	0	41807	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	8627	Kambia	ADM2	2014-06-17	7322
535	SL	Sierra Leone	Kono	Deaths	0	41807	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	8630	Kono	ADM2	2014-06-17	7322
538	SL	Sierra Leone	National	Deaths	49	41807	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	0			2014-06-17	7371
540	SL	Sierra Leone	Port Loko	Deaths	1	41807	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	8632	Port Loko	ADM2	2014-06-17	7372
542	SL	Sierra Leone	Western Area	Deaths	1	41807	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf	8622	Western Area	ADM1	2014-06-17	7373
544	GN	Guinea	Boffa	Deaths	12	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	9	Boffa	ADM2	2014-06-18	7385
546	GN	Guinea	Conakry	Deaths	33	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	2	Conakry	ADM1	2014-06-18	7418
548	GN	Guinea	Dabola 	Deaths	4	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	14	Dabola	ADM2	2014-06-18	7422
550	GN	Guinea	Dinguiraye 	Deaths	1	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	15	Dinguiraye	ADM2	2014-06-18	7423
552	GN	Guinea	Gueckedou	Deaths	173	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	38	Gueckedou	ADM2	2014-06-18	7596
554	GN	Guinea	Kissidougou	Deaths	5	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	17	Kissidougou	ADM2	2014-06-18	7601
556	GN	Guinea	Kouroussa	Deaths	1	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	20	Kouroussa	ADM2	2014-06-18	7602
558	GN	Guinea	Macenta	Deaths	28	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	40	Macenta	ADM2	2014-06-18	7630
561	GN	Guinea	National	Deaths	267	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	0			2014-06-18	7897
563	GN	Guinea	Telimele	Deaths	10	41808	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-june-2014	28	Telimele	ADM2	2014-06-18	7907
565	LR	Liberia	Lofa County	Deaths	14	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	5520	Lofa	ADM1	2014-06-19	7921
567	LR	Liberia	Margibi County	Deaths	2	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	5521	Margibi	ADM1	2014-06-19	7923
569	LR	Liberia	Montserrado County	Deaths	9	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	5523	Montserrado	ADM1	2014-06-19	7932
572	LR	Liberia	National	Deaths	25	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	0			2014-06-19	7957
574	LR	Liberia	Nimba County	Deaths	0	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	5524	Nimba	ADM1	2014-06-19	7957
576	SL	Sierra Leone	Kailahun	Deaths	55	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	8626	Kailahun	ADM2	2014-06-19	8012
578	SL	Sierra Leone	Kambia	Deaths	0	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	8627	Kambia	ADM2	2014-06-19	8012
580	SL	Sierra Leone	Kenema	Deaths	1	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	8628	Kenema	ADM2	2014-06-19	8013
583	SL	Sierra Leone	National	Deaths	58	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	0			2014-06-19	8071
585	SL	Sierra Leone	Port Loko	Deaths	1	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	8632	Port Loko	ADM2	2014-06-19	8072
587	SL	Sierra Leone	Western Area	Deaths	1	41809	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf	8622	Western Area	ADM1	2014-06-19	8073
